,Target,Source
3,I would rather be safe. Do the positives of Crossfit outweigh the negatives?,"Query: I would rather be safe. Do the positives outweigh the negatives? |||| Context: That sounds very intense but useful to me. How does CrossFit compare with just weightlifting to get fit? ||| The paper states that CrossFit participants “are more likely to be injured and to seek medical treatment compared with participants in traditional weightlifting”, a finding that CrossFit, Inc. claimed to be based on scientific errors and material from retracted or mis-represented studies. ||| Okay. Should I try CrossFit to get fit? ||| Besides the intensity factor, what distinguishes CrossFit from other gym-based workouts is its constantly changing exercises and emphasis on moves — bending and squatting, for example — that are functional in everyday life, says Russell Berger, a head trainer for ||| I'm about to become a dad and I want to get fit before it gets too hard. How do I get started? |||  |||| Reformulation: "
4,I’ve got four weeks. What about cardio for getting fit?,"Query: I’ve got four weeks. What about cardio? |||| Context: I would rather be safe. Do the positives of Crossfit outweigh the negatives? ||| It may not be religious institutionally, but CrossFit does a better job than many religious communities in transforming people’s lives. ||| That sounds very intense but useful to me. How does CrossFit compare with just weightlifting to get fit? ||| The paper states that CrossFit participants “are more likely to be injured and to seek medical treatment compared with participants in traditional weightlifting”, a finding that CrossFit, Inc. claimed to be based on scientific errors and material from retracted or mis-represented studies. ||| Okay. Should I try CrossFit to get fit? |||  ||| I'm about to become a dad and I want to get fit before it gets too hard. How do I get started? |||  |||| Reformulation: "
5,Okay. What role will diet play in getting fit?,"Query: Okay. What role will diet play? |||| Context: I’ve got four weeks. What about cardio for getting fit? ||| Every person has a different body type, and different body types are naturally better suited to different exercises. ||| I would rather be safe. Do the positives of Crossfit outweigh the negatives? ||| It may not be religious institutionally, but CrossFit does a better job than many religious communities in transforming people’s lives. ||| That sounds very intense but useful to me. How does CrossFit compare with just weightlifting to get fit? |||  ||| Okay. Should I try CrossFit to get fit? |||  ||| I'm about to become a dad and I want to get fit before it gets too hard. How do I get started? |||  |||| Reformulation: "
6,What other meal frequencies can I try to boost my metabolism?,"Query: What other meal frequencies can I try? |||| Context: Okay. What role will diet play in getting fit? ||| Split your meals into six smaller meals spread throughout the day to increase your metabolism. ||| I’ve got four weeks. What about cardio for getting fit? ||| Every person has a different body type, and different body types are naturally better suited to different exercises. ||| I would rather be safe. Do the positives of Crossfit outweigh the negatives? |||  ||| That sounds very intense but useful to me. How does CrossFit compare with just weightlifting to get fit? |||  ||| Okay. Should I try CrossFit to get fit? |||  ||| I'm about to become a dad and I want to get fit before it gets too hard. How do I get started? |||  |||| Reformulation: "
7,Which one’s better between eating six meals a day and intermittent fasting?,"Query: Which one’s better? |||| Context: What other meal frequencies can I try to boost my metabolism? ||| Fasting Speeds Up The Metabolism Intermittent fasting gives your digestive system a rest, and this can energise your metabolism to burn through calories more efficiently. ||| Okay. What role will diet play in getting fit? ||| Split your meals into six smaller meals spread throughout the day to increase your metabolism. ||| I’ve got four weeks. What about cardio for getting fit? |||  ||| I would rather be safe. Do the positives of Crossfit outweigh the negatives? |||  ||| That sounds very intense but useful to me. How does CrossFit compare with just weightlifting to get fit? |||  ||| Okay. Should I try CrossFit to get fit? |||  ||| I'm about to become a dad and I want to get fit before it gets too hard. How do I get started? |||  |||| Reformulation: "
8,Okay. I would eventually like to spend time with my baby while working out too. Do you have any ideas for that?,"Query: Okay. I would eventually like to spend time with my baby while working out too. Do you have any ideas for that? |||| Context: Which one’s better between eating six meals a day and intermittent fasting? ||| It’s one less decision you have to make every day. ||| What other meal frequencies can I try to boost my metabolism? ||| Fasting Speeds Up The Metabolism Intermittent fasting gives your digestive system a rest, and this can energise your metabolism to burn through calories more efficiently. ||| Okay. What role will diet play in getting fit? |||  ||| I’ve got four weeks. What about cardio for getting fit? |||  ||| I would rather be safe. Do the positives of Crossfit outweigh the negatives? |||  ||| That sounds very intense but useful to me. How does CrossFit compare with just weightlifting to get fit? |||  ||| Okay. Should I try CrossFit to get fit? |||  ||| I'm about to become a dad and I want to get fit before it gets too hard. How do I get started? |||  |||| Reformulation: "
0,I just watched the Jurassic Park movie and I got interested in dinosaurs. Can you tell me about the time when dinosaurs actually existed?,Query: I just watched the first Jurassic Park movie and I got interested in dinosaurs and their time on earth. Can you tell me about the time when dinosaurs actually existed? |||| Context:  |||| Reformulation: 
1,Hmm. What else was characteristic about the Mesozoic Era asides the existence of Dinosaurs?,Query: Hmm. What else was characteristic about that era? |||| Context: I just watched the Jurassic Park movie and I got interested in dinosaurs. Can you tell me about the time when dinosaurs actually existed? ||| Discover the Mesozoic Era |||| Reformulation: 
2,Can you tell me more about the fossil records and the theory of plate tectonics?,Query: Can you tell me more about the fossil records and the theory? |||| Context: Hmm. What else was characteristic about the Mesozoic Era asides the existence of Dinosaurs? ||| The fossil record supports a theory of plate tectonics now widely accepted. ||| I just watched the Jurassic Park movie and I got interested in dinosaurs. Can you tell me about the time when dinosaurs actually existed? ||| Discover the Mesozoic Era |||| Reformulation: 
3,What was earth's landmass like during the Mesozoic era?,"Query: What was it like during the time dinosaurs were on earth? |||| Context: Can you tell me more about the fossil records and the theory of plate tectonics? ||| The Earth's lithosphere (the crust and the upper part of the mantle) is cracked into a number of large pieces called tectonic plates, you can think of them as giant rock rafts floating on the 'plastic' mantle. ||| Hmm. What else was characteristic about the Mesozoic Era asides the existence of Dinosaurs? ||| The fossil record supports a theory of plate tectonics now widely accepted. ||| I just watched the Jurassic Park movie and I got interested in dinosaurs. Can you tell me about the time when dinosaurs actually existed? |||  |||| Reformulation: "
4,That's really cool. Could such a huge continent like Pangaea form again?,"Query: That's really cool. Could such a continent form again? |||| Context: What was earth's landmass like during the Mesozoic era? ||| About 200 million years ago this huge continent, Pangaea, broke into many pieces, which started to drift apart. ||| Can you tell me more about the fossil records and the theory of plate tectonics? ||| The Earth's lithosphere (the crust and the upper part of the mantle) is cracked into a number of large pieces called tectonic plates, you can think of them as giant rock rafts floating on the 'plastic' mantle. ||| Hmm. What else was characteristic about the Mesozoic Era asides the existence of Dinosaurs? |||  ||| I just watched the Jurassic Park movie and I got interested in dinosaurs. Can you tell me about the time when dinosaurs actually existed? |||  |||| Reformulation: "
5,Okay. You mentioned three periods in the Mesosoic Era. What was characteristic about the Triassic Period?,"Query: Okay. You mentioned three periods in the Dinosaur era. What was characteristic about the first one? |||| Context: That's really cool. Could such a huge continent like Pangaea form again? ||| Paleozoic era (542 - 251 mya)Cambrian Ordovician Silurian Devonian Carboniferous Permian ||| What was earth's landmass like during the Mesozoic era? ||| About 200 million years ago this huge continent, Pangaea, broke into many pieces, which started to drift apart. ||| Can you tell me more about the fossil records and the theory of plate tectonics? |||  ||| Hmm. What else was characteristic about the Mesozoic Era asides the existence of Dinosaurs? |||  ||| I just watched the Jurassic Park movie and I got interested in dinosaurs. Can you tell me about the time when dinosaurs actually existed? |||  |||| Reformulation: "
6,What was characteristic about the Jurassic Period?,"Query: What about the second? |||| Context: Okay. You mentioned three periods in the Mesosoic Era. What was characteristic about the Triassic Period? ||| On the whole, the Triassic was generally hot and dry, and there was no glaciation or ice caps at the poles ||| That's really cool. Could such a huge continent like Pangaea form again? ||| Paleozoic era (542 - 251 mya)Cambrian Ordovician Silurian Devonian Carboniferous Permian ||| What was earth's landmass like during the Mesozoic era? |||  ||| Can you tell me more about the fossil records and the theory of plate tectonics? |||  ||| Hmm. What else was characteristic about the Mesozoic Era asides the existence of Dinosaurs? |||  ||| I just watched the Jurassic Park movie and I got interested in dinosaurs. Can you tell me about the time when dinosaurs actually existed? |||  |||| Reformulation: "
7,What was characteristic about the Cretaceous Period?,"Query: And the last? |||| Context: What was characteristic about the Jurassic Period? ||| The Jurassic Period – 199 to 145.5 million years ago Enter the middle period of the Mesozoic Era. ||| Okay. You mentioned three periods in the Mesosoic Era. What was characteristic about the Triassic Period? ||| On the whole, the Triassic was generally hot and dry, and there was no glaciation or ice caps at the poles ||| That's really cool. Could such a huge continent like Pangaea form again? |||  ||| What was earth's landmass like during the Mesozoic era? |||  ||| Can you tell me more about the fossil records and the theory of plate tectonics? |||  ||| Hmm. What else was characteristic about the Mesozoic Era asides the existence of Dinosaurs? |||  ||| I just watched the Jurassic Park movie and I got interested in dinosaurs. Can you tell me about the time when dinosaurs actually existed? |||  |||| Reformulation: "
8,What happened to dinosaurs after the Cretaceous period ended?,"Query: What happened to dinosaurs after then? |||| Context: What was characteristic about the Cretaceous Period? ||| """"The Cretaceous Period – 145.5 to 65.5 million years ago The Cretaceous Period is the last of the three periods of the Mezoaic Era and is described as the last period with non-flying dinosaurs, a period ending 65.5 million years ago. ||| What was characteristic about the Jurassic Period? ||| The Jurassic Period – 199 to 145.5 million years ago Enter the middle period of the Mesozoic Era. ||| Okay. You mentioned three periods in the Mesosoic Era. What was characteristic about the Triassic Period? |||  ||| That's really cool. Could such a huge continent like Pangaea form again? |||  ||| What was earth's landmass like during the Mesozoic era? |||  ||| Can you tell me more about the fossil records and the theory of plate tectonics? |||  ||| Hmm. What else was characteristic about the Mesozoic Era asides the existence of Dinosaurs? |||  ||| I just watched the Jurassic Park movie and I got interested in dinosaurs. Can you tell me abou |||| Reformulation: "
9,How do the evolution of dinosaurs across the three periods in the Mesozoic era compare?,"Query: How do the evolution of dinosaurs across the three periods compare? |||| Context: What happened to dinosaurs after the Cretaceous period ended? ||| Most dinosaur species lived and died out during this period, but at the end of the Cretaceous period (65 million years ago), all remaining types of dinosaurs (with the exception of birds which had already evolved, and are widely believed to be descended from dinosaurs) died out. ||| What was characteristic about the Cretaceous Period? ||| """"The Cretaceous Period – 145.5 to 65.5 million years ago The Cretaceous Period is the last of the three periods of the Mezoaic Era and is described as the last period with non-flying dinosaurs, a period ending 65.5 million years ago. ||| What was characteristic about the Jurassic Period? |||  ||| Okay. You mentioned three periods in the Mesosoic Era. What was characteristic about the Triassic Period? |||  ||| That's really cool. Could such a huge continent like Pangaea form again? |||  ||| What was earth's landmass like during the Mesozoic era? |||  ||| Can you tell me more about the f |||| Reformulation: "
10,That's interesting. How scientifically accurate was the first Jurassic Park movie?,"Query: That's interesting. How scientifically accurate was the movie? |||| Context: How do the evolution of dinosaurs across the three periods in the Mesozoic era compare? ||| This period also saw the concurrent rise of medium- to large-sized theropod dinosaurs like Allosaurus and Megalosaurus. ||| What happened to dinosaurs after the Cretaceous period ended? ||| Most dinosaur species lived and died out during this period, but at the end of the Cretaceous period (65 million years ago), all remaining types of dinosaurs (with the exception of birds which had already evolved, and are widely believed to be descended from dinosaurs) died out. ||| What was characteristic about the Cretaceous Period? |||  ||| What was characteristic about the Jurassic Period? |||  ||| Okay. You mentioned three periods in the Mesosoic Era. What was characteristic about the Triassic Period? |||  ||| That's really cool. Could such a huge continent like Pangaea form again? |||  ||| What was earth's landmass like during the Mesozoic era? |||  ||| Can you tell me more about the fossil records and  |||| Reformulation: "
0,I’d like to learn more about frogs. What’s the biggest one?,Query: I’d like to learn more about frogs. What’s the biggest one? |||| Context:  |||| Reformulation: 
1,What has been done to protect Goliath frogs?,"Query: What's been done to protect them? |||| Context: I’d like to learn more about frogs. What’s the biggest one? ||| Goliath Frog – The World's Biggest Frog Posted on November 3, 2010 by Susan Most frogs can fit in the palm of your hand, or even on the tip of your finger. |||| Reformulation: "
2,Has the Equatorial Guinean government's conservation measures to protect Goliath frogs been effective?,"Query: Has that been effective? |||| Context: What has been done to protect Goliath frogs? ||| Photos of goliath frogs with people at Queensland Frog Society ||| I’d like to learn more about frogs. What’s the biggest one? ||| Goliath Frog – The World's Biggest Frog Posted on November 3, 2010 by Susan Most frogs can fit in the palm of your hand, or even on the tip of your finger. |||| Reformulation: "
3,How can I help with protecting Goliath frogs?,Query: How can I help? |||| Context: Has the Equatorial Guinean government's conservation measures to protect Goliath frogs been effective? ||| The IUCN (The International Union for Conservation of Nature) sites Goliath frogs as an endangered species because of a 50% decline in population size in the last three generations. ||| What has been done to protect Goliath frogs? ||| Photos of goliath frogs with people at Queensland Frog Society ||| I’d like to learn more about frogs. What’s the biggest one? |||  |||| Reformulation: 
4,What is the smallest frog?,"Query: Okay, that’s the biggest.  What is the smallest? |||| Context: How can I help with protecting Goliath frogs? ||| Goliath Frog Conservation ||| Has the Equatorial Guinean government's conservation measures to protect Goliath frogs been effective? ||| The IUCN (The International Union for Conservation of Nature) sites Goliath frogs as an endangered species because of a 50% decline in population size in the last three generations. ||| What has been done to protect Goliath frogs? |||  ||| I’d like to learn more about frogs. What’s the biggest one? |||  |||| Reformulation: "
5,Why would leaf litter affect the size of a frog?,"Query: Why would leaf litter affect its size? |||| Context: What is the smallest frog? ||| S One journal, they suggest the frogs' tiny scale is linked to their habitat, in leaf litter on the forest floor. ||| How can I help with protecting Goliath frogs? ||| Goliath Frog Conservation ||| Has the Equatorial Guinean government's conservation measures to protect Goliath frogs been effective? |||  ||| What has been done to protect Goliath frogs? |||  ||| I’d like to learn more about frogs. What’s the biggest one? |||  |||| Reformulation: "
0,I want to go on vacation somewhere in Europe with good food. What are some beautiful places?,Query: I want to go on vacation somewhere in Europe with good food. What are some beautiful places? |||| Context:  |||| Reformulation: 
1,"Yes, it'll be my first time in Europe. Where should I consider visiting in Italy?","Query: Yes, it'll be my first time. Where should I consider? |||| Context: I want to go on vacation somewhere in Europe with good food. What are some beautiful places? ||| If this is only the first of many future trips to Europe, delving into one country makes sense. |||| Reformulation: "
2,What should I not miss on the Amalfi Coast?,"Query: What should I not miss on the Coast? |||| Context: Yes, it'll be my first time in Europe. Where should I consider visiting in Italy? ||| Accordingly, my family and I began our recent trip to Italy with an educational visit to Rome and Pompeii and ended with a sybaritic idyll on the Amalfi Coast. ||| I want to go on vacation somewhere in Europe with good food. What are some beautiful places? ||| If this is only the first of many future trips to Europe, delving into one country makes sense. |||| Reformulation: "
3,What food is the Amalfi known for?,"Query: What food is it known for? |||| Context: What should I not miss on the Amalfi Coast? ||| Details, Amalfi Coast ||| Yes, it'll be my first time in Europe. Where should I consider visiting in Italy? ||| Accordingly, my family and I began our recent trip to Italy with an educational visit to Rome and Pompeii and ended with a sybaritic idyll on the Amalfi Coast. ||| I want to go on vacation somewhere in Europe with good food. What are some beautiful places? |||  |||| Reformulation: "
4,What is the Duomo on the Amalfi Coast?,"Query: Duomo?  What’s that? |||| Context: What food is the Amalfi known for? ||| There is a small bar next to a mini-mart in Piazza dei Dodgi, the little square off the Duomo, and it is very popular for locals and people watching. ||| What should I not miss on the Amalfi Coast? ||| Details, Amalfi Coast ||| Yes, it'll be my first time in Europe. Where should I consider visiting in Italy? |||  ||| I want to go on vacation somewhere in Europe with good food. What are some beautiful places? |||  |||| Reformulation: "
5,What were the technological innovations in Italian cathedrals or catholic churches (the Duomo)?,"Query: Cool!  What kinds of innovations? |||| Context: What is the Duomo on the Amalfi Coast? ||| A duomo is an Italian word for a cathedral, or a Catholic church where the bishop is located. ||| What food is the Amalfi known for? ||| There is a small bar next to a mini-mart in Piazza dei Dodgi, the little square off the Duomo, and it is very popular for locals and people watching. ||| What should I not miss on the Amalfi Coast? |||  ||| Yes, it'll be my first time in Europe. Where should I consider visiting in Italy? |||  ||| I want to go on vacation somewhere in Europe with good food. What are some beautiful places? |||  |||| Reformulation: "
0,Why is it important to reduce runoff in urban areas?,Query: Why is it important to reduce runoff in urban areas? |||| Context:  |||| Reformulation: 
1,What best management practices could I use at home to reduce runoff?,Query: What practices could I use at home to help? |||| Context: Why is it important to reduce runoff in urban areas? ||| A variety of stormwater management practices and systems may be used to reduce the effects of urban runoff. |||| Reformulation: 
2,Maybe I could collect it for my garden. I’d like to learn more about using a barrel.  What should I consider when picking a rain barrel?,Query: Maybe I could collect it for my garden. I’d like to learn more about using a barrel.  What should I consider? |||| Context: What best management practices could I use at home to reduce runoff? ||| Rainwater harvesting systems collect and store rainfall for later use. ||| Why is it important to reduce runoff in urban areas? ||| A variety of stormwater management practices and systems may be used to reduce the effects of urban runoff. |||| Reformulation: 
3,How much rainwater can I collect with a rain barrel?,"Query: I live in Seattle and have a big lawn. How big should it be? How much can I save? |||| Context: Maybe I could collect it for my garden. I’d like to learn more about using a barrel.  What should I consider when picking a rain barrel? ||| The increased flow can supply low-pressure drip irrigation, but sprinklers and hose-end sprayers do not work with a rain barrel. ||| What best management practices could I use at home to reduce runoff? ||| Rainwater harvesting systems collect and store rainfall for later use. ||| Why is it important to reduce runoff in urban areas? |||  |||| Reformulation: "
4,What are the pros and cons of different rain barrel materials?,"Query: That sounds like a lot of water. How big are normal barrels? And what material should I get? What are the pros and cons of different materials? |||| Context: How much rainwater can I collect with a rain barrel? ||| How much rain water can I catch? ||| Maybe I could collect it for my garden. I’d like to learn more about using a barrel.  What should I consider when picking a rain barrel? ||| The increased flow can supply low-pressure drip irrigation, but sprinklers and hose-end sprayers do not work with a rain barrel. ||| What best management practices could I use at home to reduce runoff? |||  ||| Why is it important to reduce runoff in urban areas? |||  |||| Reformulation: "
5,Is the collected water from a rain barrel safe enough to water my garden?,Query: Is it safe to use on my garden? |||| Context: What are the pros and cons of different rain barrel materials? ||| Very decorative and great for small gardens Can be difficult to install Wood ||| How much rainwater can I collect with a rain barrel? ||| How much rain water can I catch? ||| Maybe I could collect it for my garden. I’d like to learn more about using a barrel.  What should I consider when picking a rain barrel? |||  ||| What best management practices could I use at home to reduce runoff? |||  ||| Why is it important to reduce runoff in urban areas? |||  |||| Reformulation: 
6,What else should I consider when installing a rain barrel?,Query: What else should I consider when installing it? |||| Context: Is the collected water from a rain barrel safe enough to water my garden? ||| Research indicates rainwater is safe for irrigating vegetables – read the recent research from Australia and WA Dept. ||| What are the pros and cons of different rain barrel materials? ||| Very decorative and great for small gardens Can be difficult to install Wood ||| How much rainwater can I collect with a rain barrel? |||  ||| Maybe I could collect it for my garden. I’d like to learn more about using a barrel.  What should I consider when picking a rain barrel? |||  ||| What best management practices could I use at home to reduce runoff? |||  ||| Why is it important to reduce runoff in urban areas? |||  |||| Reformulation: 
7,You mentioned rain gardens earlier. How do they compare to rain barrels?,"Query: You also mentioned rain gardens earlier. How do they compare? |||| Context: What else should I consider when installing a rain barrel? ||| If you use the water to irrigate herb, vegetable or fruit plants, apply it to the soil, not the plants. ||| Is the collected water from a rain barrel safe enough to water my garden? ||| Research indicates rainwater is safe for irrigating vegetables – read the recent research from Australia and WA Dept. ||| What are the pros and cons of different rain barrel materials? |||  ||| How much rainwater can I collect with a rain barrel? |||  ||| Maybe I could collect it for my garden. I’d like to learn more about using a barrel.  What should I consider when picking a rain barrel? |||  ||| What best management practices could I use at home to reduce runoff? |||  ||| Why is it important to reduce runoff in urban areas? |||  |||| Reformulation: "
8,I’ll try the rain garden too. What are some native plants for the Seattle areas that I could use?,"Query: I’ll try the garden too. What are some native plants for my area that I could use? |||| Context: You mentioned rain gardens earlier. How do they compare to rain barrels? ||| Whether you live in a…Read More Rain Gardens for Schools and Community Gardens Incorporating rain gardens, rain barrels and other types of on-site rainwater management techniques on school property and within community gardens is inexpensive, environmental sensible and ||| What else should I consider when installing a rain barrel? ||| If you use the water to irrigate herb, vegetable or fruit plants, apply it to the soil, not the plants. ||| Is the collected water from a rain barrel safe enough to water my garden? |||  ||| What are the pros and cons of different rain barrel materials? |||  ||| How much rainwater can I collect with a rain barrel? |||  ||| Maybe I could collect it for my garden. I’d like to learn more about using a barrel.  What should I consider when picking a rain barrel? |||  ||| What best management practices could I use at home to reduce runoff? |||  ||| Why is it important to reduce runoff  |||| Reformulation: "
0,What’s the science behind why we drink alcohol?,Query: What’s the science behind why we drink alcohol? |||| Context:  |||| Reformulation: 
1,What are the causes of alcoholism?,"Query: What are the causes of it? |||| Context: What’s the science behind why we drink alcohol? ||| According to results from the 2001-2002 National Epidemiologic Survey on Alcohol and Related Conditions (NESARC), alcoholism affects men more than women: About 10 percent of men, compared to 3 to 5 percent of women, become alcoholics over the course of their lifetime. |||| Reformulation: "
2,Who is at high risk for alcohol addiction?,"Query: Who is at high risk? |||| Context: What are the causes of alcoholism? ||| An alcoholic won't, for example, have trouble deciding whether or not to get in his car and drive to the store to get more alcohol -- the urge will be irresistible. ||| What’s the science behind why we drink alcohol? ||| According to results from the 2001-2002 National Epidemiologic Survey on Alcohol and Related Conditions (NESARC), alcoholism affects men more than women: About 10 percent of men, compared to 3 to 5 percent of women, become alcoholics over the course of their lifetime. |||| Reformulation: "
3,What is a safe amount of alcohol to drink daily?,"Query: What is a safe amount to drink daily? |||| Context: Who is at high risk for alcohol addiction? ||| Aside from genetic factors, which account for about 50 percent of the risk of addiction as shown by twin studies, external factors also put teens at a greater risk for developing alcoholism or drug addiction. ||| What are the causes of alcoholism? ||| An alcoholic won't, for example, have trouble deciding whether or not to get in his car and drive to the store to get more alcohol -- the urge will be irresistible. ||| What’s the science behind why we drink alcohol? |||  |||| Reformulation: "
4,What do the U.S government guidelines say about pregnant women drinking alcoholic beverages? Why?,"Query: What do the guidelines say for pregnant women? Why? |||| Context: What is a safe amount of alcohol to drink daily? ||| There’s a transatlantic difference of opinion about drinking limits for men and women. ||| Who is at high risk for alcohol addiction? ||| Aside from genetic factors, which account for about 50 percent of the risk of addiction as shown by twin studies, external factors also put teens at a greater risk for developing alcoholism or drug addiction. ||| What are the causes of alcoholism? |||  ||| What’s the science behind why we drink alcohol? |||  |||| Reformulation: "
5,But I’ve heard that pregnant women in France drink wine with dinner. Is that true?,"Query: But I’ve heard that pregnant women in France drink wine with dinner. Is that true? |||| Context: What do the U.S government guidelines say about pregnant women drinking alcoholic beverages? Why? ||| As a result, many women consume alcohol without knowing that they are pregnant. ||| What is a safe amount of alcohol to drink daily? ||| There’s a transatlantic difference of opinion about drinking limits for men and women. ||| Who is at high risk for alcohol addiction? |||  ||| What are the causes of alcoholism? |||  ||| What’s the science behind why we drink alcohol? |||  |||| Reformulation: "
6,So you mean that the US suggestion which prohibits pregnant women from drinking alcohol may be too strict? What is the French government's attitude towards pregnant women drinking?,"Query: So you mean that the US suggestion may be too strict? What is the French government's attitude? |||| Context: But I’ve heard that pregnant women in France drink wine with dinner. Is that true? ||| Clinical and Experimental Research said more than 50 percent of French women drank at least once during their pregnancy, compared to only 12 percent of American women. ||| What do the U.S government guidelines say about pregnant women drinking alcoholic beverages? Why? ||| As a result, many women consume alcohol without knowing that they are pregnant. ||| What is a safe amount of alcohol to drink daily? |||  ||| Who is at high risk for alcohol addiction? |||  ||| What are the causes of alcoholism? |||  ||| What’s the science behind why we drink alcohol? |||  |||| Reformulation: "
7,Tell me about the findings from the Lancet study you mentioned. What did  advise on safe consumption levels of alcohol?,"Query: Tell me about the findings from the Lancet study you mentioned. What advice did it give for safety? |||| Context: So you mean that the US suggestion which prohibits pregnant women from drinking alcohol may be too strict? What is the French government's attitude towards pregnant women drinking? ||| now state no amount of drinking is safe, and that women who are pregnant or trying to conceive should abstain entirely. ||| But I’ve heard that pregnant women in France drink wine with dinner. Is that true? ||| Clinical and Experimental Research said more than 50 percent of French women drank at least once during their pregnancy, compared to only 12 percent of American women. ||| What do the U.S government guidelines say about pregnant women drinking alcoholic beverages? Why? |||  ||| What is a safe amount of alcohol to drink daily? |||  ||| Who is at high risk for alcohol addiction? |||  ||| What are the causes of alcoholism? |||  ||| What’s the science behind why we drink alcohol? |||  |||| Reformulation: "
8,I’d like to stop. What are some treatment options for alcoholism?,"Query: I’d like to stop. What are some treatment options? |||| Context: Tell me about the findings from the Lancet study you mentioned. What did  advise on safe consumption levels of alcohol? ||| best for you is to not drink at all,” she said. ||| So you mean that the US suggestion which prohibits pregnant women from drinking alcohol may be too strict? What is the French government's attitude towards pregnant women drinking? ||| now state no amount of drinking is safe, and that women who are pregnant or trying to conceive should abstain entirely. ||| But I’ve heard that pregnant women in France drink wine with dinner. Is that true? |||  ||| What do the U.S government guidelines say about pregnant women drinking alcoholic beverages? Why? |||  ||| What is a safe amount of alcohol to drink daily? |||  ||| Who is at high risk for alcohol addiction? |||  ||| What are the causes of alcoholism? |||  ||| What’s the science behind why we drink alcohol? |||  |||| Reformulation: "
9,"No, I meant drinking alcohol. What are some alcohol rehab treatment options to consider?","Query: No, I meant drinking alcohol. What are some rehab treatment options to consider? |||| Context: I’d like to stop. What are some treatment options for alcoholism? ||| If you want to stop smoking, several different treatments are available from shops, pharmacies and on prescription to help you beat your addiction and reduce withdrawal symptoms. ||| Tell me about the findings from the Lancet study you mentioned. What did  advise on safe consumption levels of alcohol? ||| best for you is to not drink at all,” she said. ||| So you mean that the US suggestion which prohibits pregnant women from drinking alcohol may be too strict? What is the French government's attitude towards pregnant women drinking? |||  ||| But I’ve heard that pregnant women in France drink wine with dinner. Is that true? |||  ||| What do the U.S government guidelines say about pregnant women drinking alcoholic beverages? Why? |||  ||| What is a safe amount of alcohol to drink daily? |||  ||| Who is at high risk for alcohol addiction? |||  ||| What are the causes of alcoholism? |||  ||| What’s the science behind wh |||| Reformulation: "
0,What are the mechanisms of depression?,Query: What are the mechanisms of depression? |||| Context:  |||| Reformulation: 
1,What is the role of serotonin in depression?,Query: What is the role of serotonin? |||| Context: What are the mechanisms of depression? ||| This results in more serotonin to stimulate other nerves. |||| Reformulation: 
2,How can I balance serotonin?,Query: How can I balance it? |||| Context: What is the role of serotonin in depression? ||| The Role of Serotonin ||| What are the mechanisms of depression? ||| This results in more serotonin to stimulate other nerves. |||| Reformulation: 
3,What foods boost dopamine?,Query: What foods boost it? |||| Context: How can I balance serotonin? ||| no surprise that when the dopamine system is out of balance it can contribute to many mental conditions. ||| What is the role of serotonin in depression? ||| The Role of Serotonin ||| What are the mechanisms of depression? |||  |||| Reformulation: 
4,How does the phenylalanine convert to tyrosine?,"Query: How does the phenylalanine convert to tyrosine? |||| Context: What foods boost dopamine? ||| Other foods that increase dopamine through the conversion of phenylalanine to tyrosine include almonds, apples, watermelons, cherries, yogurt, beans, eggs and meats. ||| How can I balance serotonin? ||| no surprise that when the dopamine system is out of balance it can contribute to many mental conditions. ||| What is the role of serotonin in depression? |||  ||| What are the mechanisms of depression? |||  |||| Reformulation: "
5,Can stimulant drugs alleviate depression?,"Query: Can these drugs alleviate depression? |||| Context: How does the phenylalanine convert to tyrosine? ||| Various stimulant drugs (such as a number of substituted amphetamines) are catecholamine analogues. ||| What foods boost dopamine? ||| Other foods that increase dopamine through the conversion of phenylalanine to tyrosine include almonds, apples, watermelons, cherries, yogurt, beans, eggs and meats. ||| How can I balance serotonin? |||  ||| What is the role of serotonin in depression? |||  ||| What are the mechanisms of depression? |||  |||| Reformulation: "
6,Does the catecholamine theory explain the cause of depression?,Query: Does this theory explain the cause of depression? |||| Context: Can stimulant drugs alleviate depression? ||| alleviate depression ||| How does the phenylalanine convert to tyrosine? ||| Various stimulant drugs (such as a number of substituted amphetamines) are catecholamine analogues. ||| What foods boost dopamine? |||  ||| How can I balance serotonin? |||  ||| What is the role of serotonin in depression? |||  ||| What are the mechanisms of depression? |||  |||| Reformulation: 
7,Can a person have mania and depression at the same time?,"Query: Can a person have both at the same time? |||| Context: Does the catecholamine theory explain the cause of depression? ||| They suggest that: Depression is associated with a catecholamine deficiency in the brain Mania is associated with a catecholamine excess in the brain This proved to be a very fruitful theory because it was put forward at a time when there was an explosion in our knowlegde about where neurotransmitters were located in the brain, and the discovery of chemicals that interfered with the manufacture and actions of various neurotransmitters in the brain. ||| Can stimulant drugs alleviate depression? ||| alleviate depression ||| How does the phenylalanine convert to tyrosine? |||  ||| What foods boost dopamine? |||  ||| How can I balance serotonin? |||  ||| What is the role of serotonin in depression? |||  ||| What are the mechanisms of depression? |||  |||| Reformulation: "
